DEPTH,AC,SP,GR,RT
833.725,339.505,75.511,64.618,4.046
833.85,342.004,75.344,65.486,4.066
833.975,341.866,75.066,67.624,4.13
834.1,338.01,74.676,70.785,4.233
834.225,331.271,74.176,74.224,4.367
834.35,325.446,73.559,76.306,4.54
834.475,325.202,72.857,76.173,4.762
834.6,332.989,72.095,74.036,5.052
834.725,347.826,71.318,71.241,5.432
834.85,365.349,70.612,69.449,5.95
834.975,380.161,70.033,68.914,6.597
835.1,390.547,69.612,69.351,7.367
835.225,397.429,69.341,70.395,8.266
835.35,402.562,69.19,71.756,9.304
835.475,406.832,69.101,73.003,10.421
835.6,409.134,69.04,73.656,11.557
835.725,407.992,68.981,73.428,12.684
835.85,402.428,68.902,72.169,13.69
835.975,394.803,68.807,70.403,14.439
836.1,387.539,68.714,68.934,14.737
836.225,382.227,68.651,68.608,14.456
836.35,378.454,68.646,69.97,13.54
836.475,373.537,68.691,71.915,12.271
836.6,365.714,68.788,73.258,10.862
836.725,354.836,68.936,73.25,9.458
836.85,342.678,69.129,71.977,8.186
836.975,332.438,69.338,70.709,7.099
837.1,326.11,69.538,70.257,6.195
837.225,324.361,69.719,70.684,5.455
837.35,327.283,69.904,71.644,4.921
837.475,332.635,70.115,72.601,4.548
837.6,337.834,70.353,73.215,4.316
837.725,339.577,70.618,73.179,4.206
837.85,334.535,70.91,72.55,4.211
837.975,325.318,71.214,72.267,4.294
838.1,316.678,71.501,73.107,4.437
838.225,313.44,71.723,75.122,4.63
838.35,318.34,71.817,77.251,4.887
838.475,326.764,71.793,77.926,5.211
838.6,333.477,71.667,76.67,5.611
838.725,334.429,71.456,74.347,6.082
838.85,327.157,71.184,72.554,6.542
838.975,314.694,70.925,72.095,6.872
839.1,300.823,70.759,72.77,6.951
839.225,290.404,70.759,73.805,6.711
839.35,289.379,71.004,74.241,6.171
839.475,297.278,71.461,73.99,5.52
839.6,311.024,72.118,73.365,4.903
839.725,325.768,72.953,72.665,4.384
839.85,336.354,73.936,72.469,3.993
839.975,342.018,74.968,73.441,3.709
840.1,344.144,75.973,75.834,3.496
840.225,344.201,76.875,79.289,3.39
840.35,341.822,77.559,82.972,3.399
840.475,336.859,77.985,85.973,3.522
840.6,330.541,78.102,87.789,3.747
840.725,326.153,77.885,88.366,4.08
840.85,328.914,77.291,87.776,4.613
840.975,339.326,76.423,86.346,5.385
841.1,355.32,75.342,84.577,6.47
841.225,372.762,74.107,83.339,7.953
841.35,386.355,72.777,83.502,10.115
841.475,393.955,71.438,84.799,12.896
841.6,395.251,70.147,86.822,16.231
841.725,391.441,68.942,89.088,19.643
841.85,384.83,67.869,90.921,21.964
841.975,378.669,66.91,92.061,22.652
842.1,374.46,66.077,92.602,22.034
842.225,372.572,65.398,92.458,20.824
842.35,373.197,64.928,91.097,19.602
842.475,375.965,64.641,88.65,18.626
842.6,380.797,64.538,85.656,17.969
842.725,387.162,64.611,82.829,17.654
842.85,393.593,64.844,80.846,17.681
842.975,398.168,65.165,79.789,17.876
843.1,399.85,65.537,79.498,18.021
843.225,398.437,65.942,79.785,17.781
843.35,393.052,66.376,81.019,16.664
843.475,383.788,66.823,83.469,14.79
843.6,371.147,67.263,86.969,12.546
843.725,357.423,67.694,90.527,10.379
843.85,346.64,68.168,92.436,8.58
843.975,339.869,68.76,92.025,7.204
844.1,335.123,69.509,89.68,6.185
844.225,328.817,70.378,86.709,5.425
844.35,318.081,71.273,84.842,4.907
844.475,305.36,72.116,84.537,4.541
844.6,294.152,72.885,85.229,4.294
844.725,287.086,73.566,86.011,4.148
844.85,285.623,74.08,85.948,4.11
844.975,288.351,74.346,84.644,4.159
845.1,294.5,74.244,82.24,4.295
845.225,302.926,74.196,81.699,4.328
845.35,311.729,72.879,77.459,4.769
845.475,318.88,71.504,76.462,5.152
845.6,323.489,69.873,76.778,5.58
845.725,325.784,68.074,77.803,6.024
845.85,327.01,66.188,78.776,6.44
845.975,328.77,64.308,79.01,6.779
846.1,331.185,62.549,78.657,7.024
846.225,332.904,61.039,77.929,7.149
846.35,330.999,59.877,76.959,7.141
846.475,324.746,59.121,75.988,6.987
846.6,314.985,58.655,75.255,6.731
846.725,303.757,58.455,75.036,6.391
846.85,294.303,58.516,75.5,5.976
846.975,289.102,58.87,76.374,5.515
847.1,289.754,59.462,77.095,5.057
847.225,296.56,60.273,77.417,4.63
847.35,307.931,61.29,77.404,4.256
847.475,318.839,62.526,77.31,3.957
847.6,325.307,63.864,77.319,3.727
847.725,325.467,65.179,77.562,3.56
847.85,320.133,66.393,78.212,3.411
847.975,313.611,67.406,79.525,3.363
848.1,308.271,68.119,81.207,3.366
848.225,304.679,68.384,82.457,3.417
848.35,302.365,68.096,82.417,3.548
848.475,301.133,67.173,80.711,3.686
848.6,301.943,65.842,78.349,3.86
848.725,305.545,64.26,76.191,4.063
848.85,310.935,62.527,74.79,4.284
848.975,314.817,60.771,74.374,4.51
849.1,315.336,59.218,74.404,4.732
849.225,313.311,58.058,74.404,4.951
849.35,312.381,57.382,74.166,5.176
849.475,315.158,57.189,73.648,5.418
849.6,321.416,57.246,73.092,5.689
849.725,328.718,57.404,72.777,5.998
849.85,333.238,57.525,72.933,6.342
849.975,333.587,57.454,73.522,6.697
850.1,330.015,57.158,74.128,7.047
850.225,323.334,56.646,74.45,7.359
850.35,313.948,55.959,74.311,7.583
850.475,303.785,55.179,73.613,7.637
850.6,295.996,54.444,72.73,7.513
850.725,294.228,53.854,72.153,7.212
850.85,300.972,53.484,72.321,6.772
850.975,311.976,53.36,73.461,6.239
851.1,322.667,53.358,75.094,5.685
851.225,330.086,53.396,76.754,5.173
851.35,334.499,53.432,78.297,4.731
851.475,338.451,53.479,79.643,4.383
851.6,342.089,53.54,80.534,4.112
851.725,343.516,53.559,80.702,3.914
851.85,340.316,53.462,79.955,3.779
851.975,334.555,53.235,78.54,3.711
